Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm",Registro NSF,Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",color,textura
1.0,0.0,0.0,1361.986219506782,625.3954349649359,0.40940820918046794,-99.0,208458.82129917658,-3.0927446647191283,194.13537921439612,2.0,1.0
1.0,1.0,1.5,758.2127287472114,660.8260261367254,0.5644425866751583,-99.0,164392.59039114823,-7.900722779130581,152.9372549344459,4.0,1.0
1.0,1.0,1.5,727.1639494911932,669.8007363514719,0.4459344881127483,-99.0,180319.00427989813,-10.500519171273734,154.4635085012477,4.0,1.0
-99.0,4.0,1.5,367.86473572281034,831.6381651214091,0.37970928879700094,-99.0,279467.00337681733,-19.85670180103486,152.57308251542912,1.0,0.0
4.0,0.0,1.5,91.61373592544726,536.37905989096,0.30533952372260803,165847.43392252276,862721.4206754796,-0.9213323937827038,175.82676431594132,4.0,0.0
0.0,0.0,0.0,659.1614944848034,478.4263821707703,-99.0,-99.0,163766.3095846133,5.834033956768845,218.43063251820928,0.0,0.0
1.0,0.0,2.5,760.6736097450037,875.661430011321,0.508878662459352,-99.0,246323.3356384723,-29.861249822706785,151.9787280467578,1.0,1.0
4.0,-99.0,2.0,246.75663297977363,277.80572078995004,-99.0,-99.0,419761.7111256719,-5.906396029716383,161.65423818835325,7.0,0.0
1.0,0.0,0.0,1692.5729454354757,596.2065307910464,0.44735627667676126,-99.0,229234.96222280804,-7.281854934701806,193.7948789157249,2.0,1.0
4.0,0.0,0.0,112.57161237365895,547.3628505290483,0.31178884370631005,-99.0,782493.6565751455,-0.030340028823468757,175.23755482692317,4.0,0.0
